SEGIDIDX,SEGID,DISTANCE,DIRECTION,DIRECTION_NAME,FUNCGROUP,SUBAREAID,CO_FIPS,AREATYPE,ATYPENAME,LINKS,LANES,LANEMILES,FT,FTCLASS,CAP1HL,FG_Share,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHT_PC,MD_VHT_PC,PM_VHT_PC,EV_VHT_PC,DY_VHT_PC,AM_VHT_LT,MD_VHT_LT,PM_VHT_LT,EV_VHT_LT,DY_VHT_LT,AM_VHT_MD,MD_VHT_MD,PM_VHT_MD,EV_VHT_MD,DY_VHT_MD,AM_VHT_HV,MD_VHT_HV,PM_VHT_HV,EV_VHT_HV,DY_VHT_HV,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD,AM_VHD_PC,MD_VHD_PC,PM_VHD_PC,EV_VHD_PC,DY_VHD_PC,AM_VHD_LT,MD_VHD_LT,PM_VHD_LT,EV_VHD_LT,DY_VHD_LT,AM_VHD_MD,MD_VHD_MD,PM_VHD_MD,EV_VHD_MD,DY_VHD_MD,AM_VHD_HV,MD_VHD_HV,PM_VHD_HV,EV_VHD_HV,DY_VHD_HV,AM_PRDFAC,MD_PRDFAC,PM_PRDFAC,EV_PRDFAC,AM_MDPCT,MD_MDPCT,PM_MDPCT,EV_MDPCT,DY_MDPCT,AM_HVPCT,MD_HVPCT,PM_HVPCT,EV_HVPCT,DY_HVPCT
       1.0,0006_141.0,     5.843,Both,All,Total,       1.0,      49.0,       1.0,Rural,        14,       2.0,      11.7,       2.0,Principal Arterial,      1065,    1.0000,     246.7,     407.4,     242.2,     321.4,    1217.7,     220.7,     347.4,     212.2,     265.4,    1045.7,         0,         0,         0,         0,         0,      11.0,      23.0,      17.0,      14.0,      65.0,      15.0,      37.0,      13.0,      42.0,     107.0,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     6.836,     6.837,     6.836,     6.836,     6.836,     6.836,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,    1441.5,    2380.5,    1415.2,    1878.0,    7115.2,    1289.6,    2029.9,    1239.9,    1550.8,    6110.2,         0,         0,         0,         0,         0,      64.3,     134.4,      99.3,      81.8,     379.8,      87.7,     216.2,      75.9,     245.4,     625.2,    138.73,     28.11,     46.41,     27.60,     36.62,    138.74,     25.15,     39.58,     24.17,     30.24,    119.14,         0,         0,         0,         0,         0,      1.33,      2.78,      2.05,      1.69,      7.85,      1.90,      4.67,      1.64,      5.30,     13.51,     0.006,     0.001,         0,     0.004,     0.011,     0.006,     0.001,         0,     0.003,     0.010,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.007,         0,         0,         0,     0.007,     0.203,     0.335,     0.198,     0.264,       4.5,       5.6,       7.0,       4.4,       5.3,       6.1,       9.1,       5.4,      13.1,       8.8
       2.0,0006_146.9,     3.039,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       6.1,       2.0,Principal Arterial,      1065,    1.0000,     258.0,     458.8,     261.7,     339.9,    1318.4,     221.5,     352.6,     213.4,     268.1,    1055.6,      10.5,      46.2,      18.3,      15.8,      90.8,      11.0,      23.0,      17.0,      14.0,      65.0,      15.0,      37.0,      13.0,      42.0,     107.0,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     3.554,     3.554,     3.554,     3.554,     3.554,     3.554,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,     784.1,    1394.3,     795.3,    1033.0,    4006.7,     673.2,    1071.6,     648.5,     814.7,    3208.0,      31.9,     140.4,      55.6,      48.0,     275.9,      33.5,      69.9,      51.6,      42.5,     197.5,      45.6,     112.5,      39.5,     127.6,     325.2,     78.09,     15.28,     27.18,     15.50,     20.13,     78.09,     13.12,     20.88,     12.64,     15.88,     62.52,      0.63,      2.74,      1.08,      0.93,      5.38,      0.70,      1.45,      1.07,      0.88,      4.10,      0.98,      2.42,      0.86,      2.76,      7.02,     0.001,         0,     0.001,     0.001,     0.003,     0.001,         0,         0,     0.001,     0.002,     0.008,     0.004,         0,         0,     0.012,     0.008,     0.003,         0,         0,     0.011,         0,         0,     0.007,     0.003,     0.010,     0.196,     0.348,     0.198,     0.258,       4.3,       5.0,       6.5,       4.1,       4.9,       5.8,       8.1,       5.0,      12.4,       8.1
       3.0,0006_149.9,     0.678,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       1.4,       2.0,Principal Arterial,      1065,    1.0000,     360.2,     615.4,     421.8,     475.4,    1872.8,     322.1,     499.4,     371.5,     429.4,    1622.4,      19.0,      90.0,      27.9,      26.0,     162.9,      14.1,      20.0,      19.5,      13.0,      66.6,       5.0,       6.0,       2.9,       7.0,      20.9,      51.3,      51.3,      51.3,      51.3,      51.2,      51.3,     0.793,     0.794,     0.793,     0.795,     0.793,     0.793,      6390,     12780,      6390,     25560,     51120,      0.09,      0.06,      0.07,      0.02,      0.09,     244.3,     417.2,     286.0,     322.3,    1269.8,     218.4,     338.6,     251.8,     291.1,    1099.9,      12.9,      61.0,      18.9,      17.7,     110.5,       9.5,      13.5,      13.2,       8.9,      45.1,       3.4,       4.0,       2.0,       4.7,      14.1,     24.76,      4.76,      8.13,      5.58,      6.29,     24.76,      4.26,      6.60,      4.92,      5.67,     21.45,      0.25,      1.19,      0.37,      0.35,      2.16,      0.20,      0.28,      0.27,      0.18,      0.93,      0.07,      0.08,      0.04,      0.10,      0.29,     0.002,         0,     0.010,         0,     0.012,     0.002,         0,     0.009,         0,     0.011,         0,         0,     0.001,     0.006,     0.007,     0.002,         0,         0,         0,     0.002,         0,         0,         0,         0,         0,     0.192,     0.329,     0.225,     0.254,       3.9,       3.2,       4.6,       2.7,       3.6,       1.4,       1.0,       0.7,       1.5,       1.1
       4.0,0006_150.6,     1.973,Both,All,Total,       1.0,      49.0,       1.0,Rural,         8,       2.0,       3.9,       2.0,Principal Arterial,      1065,    1.0000,     415.6,     696.2,     499.8,     551.6,    2163.2,     377.9,     573.2,     448.2,     505.7,    1905.0,      18.1,      93.1,      29.2,      25.9,     166.3,      14.6,      23.9,      19.5,      13.0,      71.0,       5.0,       6.0,       2.9,       7.0,      20.9,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     2.308,     2.308,     2.308,     2.308,     2.308,     2.308,      6390,     12780,      6390,     25560,     51120,      0.10,      0.07,      0.09,      0.03,      0.10,     820.0,    1373.7,     986.2,    1088.3,    4268.2,     745.6,    1131.0,     884.4,     997.8,    3758.8,      35.7,     183.7,      57.6,      51.1,     328.1,      28.8,      47.2,      38.4,      25.6,     140.0,       9.8,      11.8,       5.7,      13.8,      41.1,     83.20,     15.99,     26.78,     19.22,     21.21,     83.20,     14.53,     22.04,     17.24,     19.45,     73.26,      0.69,      3.58,      1.13,      0.99,      6.39,      0.60,      0.97,      0.80,      0.53,      2.90,      0.22,      0.26,      0.13,      0.30,      0.91,         0,         0,     0.001,         0,     0.001,         0,         0,     0.001,         0,     0.001,         0,         0,     0.007,         0,     0.007,     0.004,         0,     0.003,         0,     0.007,     0.007,     0.004,     0.006,     0.002,     0.019,     0.192,     0.322,     0.231,     0.255,       3.5,       3.4,       3.9,       2.4,       3.3,       1.2,       0.9,       0.6,       1.3,       1.0
       5.0,0006_152.6,     0.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.6,       3.0,Minor Arterial,       983,    1.0000,     570.6,     940.2,     700.0,     755.9,    2966.7,     529.3,     817.9,     649.3,     714.9,    2711.4,      18.0,      87.0,      24.0,      19.0,     148.0,      19.3,      29.3,      23.8,      15.0,      87.4,       4.0,       6.0,       2.9,       7.0,      19.9,      41.4,      41.4,      41.3,      41.4,      41.3,      41.4,     0.459,     0.459,     0.459,     0.459,     0.459,     0.459,      5898,     11796,      5898,     23592,     47184,      0.14,      0.09,      0.12,      0.03,      0.14,     180.4,     297.3,     221.4,     239.0,     938.1,     167.5,     258.7,     205.3,     226.1,     857.6,       5.6,      27.5,       7.6,       6.0,      46.7,       6.1,       9.3,       7.5,       4.8,      27.7,       1.2,       1.8,       0.9,       2.2,       6.1,     22.69,      4.36,      7.19,      5.35,      5.78,     22.68,      4.05,      6.25,      4.97,      5.46,     20.73,      0.14,      0.67,      0.18,      0.14,      1.13,      0.16,      0.24,      0.19,      0.12,      0.71,      0.04,      0.06,      0.03,      0.06,      0.19,     0.003,         0,     0.005,         0,     0.008,     0.003,         0,     0.005,         0,     0.008,     0.002,     0.005,         0,         0,     0.007,     0.001,         0,         0,         0,     0.001,     0.005,     0.008,     0.005,         0,     0.018,     0.192,     0.317,     0.236,     0.255,       3.4,       3.1,       3.4,       2.0,       2.9,       0.7,       0.6,       0.4,       0.9,       0.7
       6.0,0006_152.9,     2.923,Both,All,Total,       1.0,      49.0,       1.0,Rural,         4,       2.0,       5.8,       2.0,Principal Arterial,      1011,    1.0000,     738.3,    1214.4,     906.9,     992.7,    3852.3,     695.0,    1076.4,     847.5,     951.3,    3570.2,      22.8,     103.8,      32.6,      19.6,     178.8,      17.5,      31.2,      24.9,      16.8,      90.4,       3.0,       3.0,       1.9,       5.0,      12.9,      42.9,      42.9,      42.9,      42.9,      42.9,      42.9,     4.088,     4.089,     4.088,     4.089,     4.088,     4.089,      6064,     12128,      6064,     24257,     48513,      0.18,      0.12,      0.16,      0.04,      0.18,    2158.2,    3549.9,    2651.0,    2901.9,   11261.0,    2031.7,    3146.5,    2477.4,    2780.9,   10436.5,      66.7,     303.5,      95.3,      57.3,     522.8,      51.2,      91.2,      72.8,      49.2,     264.4,       8.7,       8.7,       5.5,      14.6,      37.5,    262.46,     50.32,     82.75,     61.81,     67.64,    262.52,     47.37,     73.34,     57.76,     64.81,    243.28,      1.55,      7.08,      2.22,      1.34,     12.19,      1.28,      2.29,      1.82,      1.23,      6.62,      0.23,      0.23,      0.15,      0.38,      0.99,     0.020,     0.004,     0.020,         0,     0.044,     0.019,     0.003,     0.019,         0,     0.041,         0,     0.003,         0,     0.004,     0.007,         0,     0.004,         0,         0,     0.004,         0,         0,     0.003,         0,     0.003,     0.192,     0.315,     0.235,     0.258,       2.4,       2.6,       2.7,       1.7,       2.3,       0.4,       0.2,       0.2,       0.5,       0.3
       7.0,0006_155.8,     0.202,Both,All,Total,       1.0,      49.0,       2.0,Transition,         2,       2.0,       0.4,       2.0,Principal Arterial,      1016,    1.0000,     744.8,    1222.4,     913.6,    1002.9,    3883.7,     701.3,    1085.0,     854.7,     961.9,    3602.9,      23.0,     103.0,      32.1,      19.0,     177.1,      17.5,      31.4,      24.9,      17.0,      90.8,       3.0,       3.0,       1.9,       5.0,      12.9,      43.2,      43.2,      43.2,      43.2,      43.2,      43.2,     0.280,     0.280,     0.280,     0.280,     0.280,     0.280,      6096,     12192,      6096,     24384,     48768,      0.18,      0.12,      0.16,      0.04,      0.18,     150.2,     246.5,     184.2,     202.2,     783.1,     141.4,     218.8,     172.3,     193.9,     726.4,       4.6,      20.8,       6.4,       3.8,      35.6,       3.5,       6.3,       5.0,       3.4,      18.2,       0.6,       0.6,       0.4,       1.0,       2.6,     18.12,      3.48,      5.70,      4.26,      4.68,     18.12,      3.27,      5.06,      3.99,      4.49,     16.81,      0.11,      0.48,      0.15,      0.09,      0.83,      0.09,      0.16,      0.12,      0.09,      0.46,      0.02,      0.02,      0.01,      0.03,      0.08,         0,         0,     0.002,     0.001,     0.003,         0,         0,     0.001,     0.001,     0.002,     0.003,         0,         0,     0.001,     0.004,     0.002,     0.003,         0,     0.005,     0.010,     0.004,     0.004,         0,     0.004,     0.012,     0.192,     0.315,     0.235,     0.258,       2.3,       2.6,       2.7,       1.7,       2.3,       0.4,       0.2,       0.2,       0.5,       0.3
       8.0,0006_155.9,     1.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       2.6,       2.0,Principal Arterial,      1065,    1.0000,     695.5,    1120.7,     839.7,     916.5,    3572.4,     654.2,     985.6,     782.8,     874.3,    3296.9,      22.9,     103.8,      32.1,      21.2,     180.0,      15.4,      28.3,      22.9,      16.0,      82.6,       3.0,       3.0,       1.9,       5.0,      12.9,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     1.540,     1.540,     1.540,     1.540,     1.540,     1.540,      6390,     12780,      6390,     25560,     51120,      0.16,      0.10,      0.14,      0.04,      0.16,     915.3,    1474.9,    1105.1,    1206.1,    4701.4,     861.0,    1297.1,    1030.2,    1150.6,    4338.9,      30.1,     136.6,      42.2,      27.9,     236.8,      20.3,      37.3,      30.2,      21.1,     108.9,       3.9,       3.9,       2.5,       6.5,      16.8,     91.68,     17.85,     28.76,     21.56,     23.52,     91.69,     16.79,     25.29,     20.09,     22.44,     84.61,      0.58,      2.66,      0.82,      0.55,      4.61,      0.42,      0.77,      0.63,      0.43,      2.25,      0.09,      0.09,      0.06,      0.15,      0.39,         0,         0,         0,     0.001,     0.001,         0,         0,         0,     0.001,     0.001,         0,         0,         0,     0.006,     0.006,         0,         0,     0.006,         0,     0.006,     0.005,     0.005,     0.006,     0.008,     0.024,     0.195,     0.314,     0.234,     0.257,       2.2,       2.5,       2.7,       1.7,       2.3,       0.4,       0.3,       0.2,       0.5,       0.4
       9.0,0006_157.3,     0.250,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.5,       2.0,Principal Arterial,      1065,    1.0000,     879.6,    1489.3,    1117.9,    1238.2,    4725.0,     835.0,    1322.8,    1043.9,    1183.1,    4384.8,      25.0,     134.0,      47.1,      30.0,     236.1,      16.6,      29.5,      25.0,      20.1,      91.2,       3.0,       3.0,       1.9,       5.0,      12.9,      51.2,      51.2,      51.2,      51.2,      51.2,      51.2,     0.292,     0.292,     0.292,     0.293,     0.292,     0.292,      6390,     12780,      6390,     25560,     51120,      0.19,      0.13,      0.19,      0.05,      0.19,     219.6,     371.9,     279.1,     309.1,    1179.7,     208.5,     330.3,     260.6,     295.4,    1094.8,       6.2,      33.5,      11.7,       7.5,      58.9,       4.1,       7.3,       6.2,       5.0,      22.6,       0.7,       0.7,       0.4,       1.2,       3.0,     23.02,      4.29,      7.25,      5.45,      6.03,     23.02,      4.07,      6.44,      5.09,      5.76,     21.36,      0.12,      0.65,      0.23,      0.15,      1.15,      0.09,      0.15,      0.13,      0.10,      0.47,      0.02,      0.02,      0.01,      0.03,      0.08,     0.002,         0,     0.005,         0,     0.007,     0.002,         0,     0.004,         0,     0.006,         0,         0,     0.001,     0.004,     0.005,     0.004,         0,     0.001,         0,     0.005,     0.004,     0.004,         0,     0.003,     0.011,     0.186,     0.315,     0.237,     0.262,       1.9,       2.0,       2.2,       1.6,       1.9,       0.3,       0.2,       0.2,       0.4,       0.3
      10.0,0006_157.6,     0.918,Both,All,Total,       1.0,      49.0,       1.0,Rural,        10,       2.0,       1.8,       2.0,Principal Arterial,      1060,    1.0000,     997.1,    1721.4,    1282.0,    1447.8,    5448.3,     947.5,    1543.8,    1203.9,    1383.6,    5078.8,      28.2,     144.4,      50.0,      37.0,     259.6,      18.4,      30.2,      26.2,      21.2,      96.0,       3.0,       3.0,       1.9,       6.0,      13.9,      50.3,      50.2,      50.3,      50.2,      50.3,      50.2,     1.096,     1.097,     1.096,     1.097,     1.096,     1.097,      6358,     12717,      6358,     25434,     50867,      0.21,      0.15,      0.21,      0.06,      0.21,     915.7,    1580.8,    1177.3,    1329.6,    5003.4,     870.2,    1417.8,    1105.6,    1270.6,    4664.2,      25.9,     132.6,      45.9,      34.0,     238.4,      16.9,      27.7,      24.1,      19.5,      88.2,       2.7,       2.7,       1.7,       5.5,      12.6,     99.53,     18.23,     31.45,     23.45,     26.45,     99.58,     17.32,     28.21,     22.01,     25.28,     92.82,      0.51,      2.63,      0.91,      0.68,      4.73,      0.36,      0.59,      0.51,      0.41,      1.87,      0.06,      0.06,      0.04,      0.12,      0.28,     0.011,     0.008,     0.018,     0.004,     0.041,     0.011,     0.007,     0.017,     0.004,     0.039,         0,         0,         0,     0.005,     0.005,     0.002,     0.003,     0.001,         0,     0.006,         0,         0,     0.001,         0,     0.001,     0.183,     0.316,     0.235,     0.266,       1.8,       1.8,       2.0,       1.5,       1.8,       0.3,       0.2,       0.1,       0.4,       0.3
