SEGIDIDX,SEGID,DISTANCE,DIRECTION,DIRECTION_NAME,FUNCGROUP,SUBAREAID,CO_FIPS,AREATYPE,ATYPENAME,LINKS,LANES,LANEMILES,FT,FTCLASS,CAP1HL,FG_Share,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHT_PC,MD_VHT_PC,PM_VHT_PC,EV_VHT_PC,DY_VHT_PC,AM_VHT_LT,MD_VHT_LT,PM_VHT_LT,EV_VHT_LT,DY_VHT_LT,AM_VHT_MD,MD_VHT_MD,PM_VHT_MD,EV_VHT_MD,DY_VHT_MD,AM_VHT_HV,MD_VHT_HV,PM_VHT_HV,EV_VHT_HV,DY_VHT_HV,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD,AM_VHD_PC,MD_VHD_PC,PM_VHD_PC,EV_VHD_PC,DY_VHD_PC,AM_VHD_LT,MD_VHD_LT,PM_VHD_LT,EV_VHD_LT,DY_VHD_LT,AM_VHD_MD,MD_VHD_MD,PM_VHD_MD,EV_VHD_MD,DY_VHD_MD,AM_VHD_HV,MD_VHD_HV,PM_VHD_HV,EV_VHD_HV,DY_VHD_HV,AM_PRDFAC,MD_PRDFAC,PM_PRDFAC,EV_PRDFAC,AM_MDPCT,MD_MDPCT,PM_MDPCT,EV_MDPCT,DY_MDPCT,AM_HVPCT,MD_HVPCT,PM_HVPCT,EV_HVPCT,DY_HVPCT
       1.0,0006_141.0,     5.843,Both,All,Total,       1.0,      49.0,       1.0,Rural,        14,       2.0,      11.7,       2.0,Principal Arterial,      1012,    1.0000,     239.2,     382.4,     234.3,     317.3,    1173.2,     216.2,     320.4,     204.3,     267.3,    1008.2,         0,         0,         0,         0,         0,      12.0,      25.0,      18.0,      17.0,      72.0,      11.0,      37.0,      12.0,      33.0,      93.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     6.152,     6.153,     6.152,     6.153,     6.153,     6.152,      6072,     12144,      6072,     24288,     48576,      0.07,      0.05,      0.05,      0.02,      0.07,    1397.7,    2234.5,    1369.0,    1854.1,    6855.3,    1263.3,    1872.2,    1193.8,    1561.9,    5891.2,         0,         0,         0,         0,         0,      70.1,     146.1,     105.1,      99.3,     420.6,      64.3,     216.2,      70.1,     192.8,     543.4,    120.29,     24.53,     39.21,     24.02,     32.54,    120.30,     22.17,     32.85,     20.95,     27.41,    103.38,         0,         0,         0,         0,         0,      1.29,      2.71,      1.94,      1.84,      7.78,      1.23,      4.16,      1.34,      3.71,     10.44,     0.004,         0,     0.004,     0.005,     0.013,     0.003,         0,     0.004,     0.004,     0.011,         0,         0,         0,         0,         0,         0,     0.005,         0,         0,     0.005,         0,     0.002,         0,     0.002,     0.004,     0.204,     0.326,     0.200,     0.270,       5.0,       6.5,       7.7,       5.4,       6.1,       4.6,       9.7,       5.1,      10.4,       7.9
       2.0,0006_146.9,     3.039,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       6.1,       2.0,Principal Arterial,      1012,    1.0000,     250.9,     436.0,     252.1,     338.3,    1277.3,     217.4,     322.6,     205.5,     271.8,    1017.3,      10.5,      51.4,      16.6,      16.5,      95.0,      12.0,      25.0,      18.0,      17.0,      72.0,      11.0,      37.0,      12.0,      33.0,      93.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     3.199,     3.199,     3.199,     3.199,     3.199,     3.199,      6072,     12144,      6072,     24288,     48576,      0.07,      0.05,      0.06,      0.02,      0.07,     762.5,    1325.0,     766.2,    1028.1,    3881.8,     660.7,     980.4,     624.6,     826.0,    3091.7,      31.9,     156.2,      50.4,      50.1,     288.6,      36.5,      75.9,      54.7,      51.7,     218.8,      33.5,     112.5,      36.5,     100.2,     282.7,     68.10,     13.38,     23.25,     13.44,     18.04,     68.11,     11.59,     17.20,     10.95,     14.49,     54.23,      0.56,      2.74,      0.89,      0.88,      5.07,      0.68,      1.41,      1.01,      0.96,      4.06,      0.65,      2.17,      0.70,      1.93,      5.45,         0,     0.001,         0,         0,     0.001,         0,     0.001,         0,         0,     0.001,         0,         0,     0.005,         0,     0.005,     0.005,     0.003,         0,     0.003,     0.011,     0.007,     0.008,         0,     0.001,     0.016,     0.196,     0.341,     0.198,     0.265,       4.8,       5.7,       7.1,       5.0,       5.6,       4.4,       8.5,       4.8,       9.8,       7.3
       3.0,0006_149.9,     0.678,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       1.4,       2.0,Principal Arterial,      1012,    1.0000,     391.9,     673.3,     478.7,     548.8,    2092.7,     354.7,     547.2,     424.6,     504.8,    1831.3,      21.0,      96.0,      32.0,      25.0,     174.0,      14.1,      25.1,      18.1,      14.0,      71.3,       2.1,       5.0,       4.0,       5.0,      16.1,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     0.714,     0.714,     0.714,     0.714,     0.714,     0.714,      6072,     12144,      6072,     24288,     48576,      0.10,      0.07,      0.08,      0.03,      0.10,     265.7,     456.5,     324.5,     372.1,    1418.8,     240.5,     371.0,     287.8,     342.2,    1241.5,      14.3,      65.1,      21.7,      16.9,     118.0,       9.5,      17.0,      12.2,       9.5,      48.2,       1.4,       3.4,       2.8,       3.4,      11.0,     24.89,      4.66,      8.00,      5.69,      6.53,     24.88,      4.21,      6.51,      5.05,      6.01,     21.78,      0.25,      1.14,      0.38,      0.29,      2.06,      0.18,      0.31,      0.23,      0.18,      0.90,      0.03,      0.07,      0.06,      0.07,      0.23,         0,     0.003,     0.001,     0.008,     0.012,         0,     0.003,     0.001,     0.007,     0.011,         0,         0,         0,         0,         0,     0.003,         0,     0.003,     0.004,     0.010,     0.003,     0.005,     0.008,     0.005,     0.021,     0.187,     0.322,     0.229,     0.262,       3.6,       3.7,       3.8,       2.6,       3.4,       0.5,       0.7,       0.8,       0.9,       0.8
       4.0,0006_150.6,     1.973,Both,All,Total,       1.0,      49.0,       1.0,Rural,         8,       2.0,       3.9,       2.0,Principal Arterial,      1012,    1.0000,     444.8,     752.4,     550.3,     618.8,    2366.3,     409.6,     621.4,     494.6,     572.7,    2098.3,      18.9,      97.5,      33.6,      26.7,     176.7,      14.2,      28.5,      18.1,      14.4,      75.2,       2.1,       5.0,       4.0,       5.0,      16.1,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     2.077,     2.077,     2.077,     2.077,     2.077,     2.077,      6072,     12144,      6072,     24288,     48576,      0.11,      0.08,      0.10,      0.03,      0.11,     877.6,    1484.6,    1085.8,    1220.9,    4668.9,     808.1,    1226.1,     975.9,    1130.0,    4140.1,      37.3,     192.4,      66.3,      52.7,     348.7,      28.0,      56.2,      35.7,      28.4,     148.3,       4.1,       9.8,       7.8,       9.8,      31.5,     81.92,     15.40,     26.05,     19.05,     21.42,     81.92,     14.18,     21.51,     17.12,     19.82,     72.63,      0.65,      3.38,      1.16,      0.93,      6.12,      0.52,      1.04,      0.66,      0.52,      2.74,      0.08,      0.19,      0.16,      0.19,      0.62,     0.001,         0,         0,         0,     0.001,     0.001,         0,         0,         0,     0.001,         0,     0.005,         0,     0.006,     0.011,     0.001,         0,         0,         0,     0.001,         0,         0,     0.008,         0,     0.008,     0.188,     0.318,     0.232,     0.262,       3.2,       3.8,       3.3,       2.3,       3.2,       0.5,       0.7,       0.7,       0.8,       0.7
       5.0,0006_152.6,     0.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.6,       3.0,Minor Arterial,       934,    1.0000,     595.9,     971.7,     740.7,     795.9,    3104.2,     559.5,     840.4,     682.5,     748.8,    2831.2,      18.0,      96.0,      32.0,      25.0,     171.0,      16.3,      30.3,      22.2,      17.1,      85.9,       2.1,       5.0,       4.0,       5.0,      16.1,      46.0,      46.0,      46.0,      46.0,      46.0,      46.0,     0.412,     0.412,     0.413,     0.412,     0.413,     0.412,      5604,     11208,      5604,     22416,     44832,      0.16,      0.11,      0.14,      0.04,      0.16,     188.5,     307.4,     234.2,     251.7,     981.8,     177.0,     265.8,     215.8,     236.8,     895.4,       5.6,      30.3,      10.1,       7.9,      53.9,       5.2,       9.6,       7.0,       5.4,      27.2,       0.7,       1.5,       1.2,       1.5,       4.9,     21.33,      4.09,      6.68,      5.09,      5.47,     21.33,      3.84,      5.78,      4.69,      5.15,     19.46,      0.12,      0.66,      0.22,      0.17,      1.17,      0.12,      0.22,      0.17,      0.13,      0.64,      0.02,      0.04,      0.04,      0.04,      0.14,         0,     0.007,     0.001,     0.006,     0.014,         0,     0.006,     0.001,     0.005,     0.012,         0,         0,         0,         0,         0,         0,         0,     0.007,     0.004,     0.011,     0.004,     0.001,     0.009,     0.001,     0.015,     0.192,     0.313,     0.239,     0.256,       2.7,       3.1,       3.0,       2.1,       2.8,       0.4,       0.5,       0.5,       0.6,       0.5
       6.0,0006_152.9,     2.923,Both,All,Total,       1.0,      49.0,       1.0,Rural,         4,       2.0,       5.8,       2.0,Principal Arterial,       961,    1.0000,     752.8,    1261.2,     936.6,     996.6,    3947.2,     716.4,    1108.3,     868.7,     945.3,    3638.7,      20.8,     115.8,      42.5,      32.5,     211.6,      14.5,      35.1,      22.4,      15.0,      87.0,       1.1,       2.0,       3.0,       3.8,       9.9,      47.7,      47.7,      47.7,      47.7,      47.7,      47.7,     3.678,     3.680,     3.679,     3.679,     3.678,     3.679,      5765,     11530,      5765,     23060,     46121,      0.19,      0.13,      0.17,      0.05,      0.19,    2200.6,    3686.7,    2737.9,    2913.3,   11538.5,    2094.2,    3239.8,    2539.4,    2763.3,   10636.7,      60.8,     338.5,     124.3,      95.0,     618.6,      42.3,     102.6,      65.5,      43.9,     254.3,       3.2,       5.8,       8.7,      11.1,      28.8,    241.99,     46.17,     77.33,     57.44,     61.11,    242.05,     43.94,     67.96,     53.27,     57.95,    223.12,      1.27,      7.10,      2.61,      2.00,     12.98,      0.95,      2.29,      1.46,      0.98,      5.68,      0.08,      0.14,      0.21,      0.26,      0.69,     0.020,     0.015,     0.013,         0,     0.048,     0.019,     0.013,     0.012,         0,     0.044,         0,         0,     0.003,     0.006,     0.009,     0.001,         0,         0,         0,     0.001,     0.005,     0.003,     0.005,         0,     0.013,     0.191,     0.320,     0.237,     0.252,       1.9,       2.8,       2.4,       1.5,       2.2,       0.1,       0.2,       0.3,       0.4,       0.3
       7.0,0006_155.8,     0.202,Both,All,Total,       1.0,      49.0,       2.0,Transition,         2,       2.0,       0.4,       2.0,Principal Arterial,       966,    1.0000,     759.1,    1269.4,     946.8,    1005.1,    3980.4,     722.5,    1117.0,     879.4,     954.1,    3673.0,      21.0,     115.0,      42.0,      32.0,     210.0,      14.5,      35.4,      22.4,      15.0,      87.3,       1.1,       2.0,       3.0,       4.0,      10.1,      48.0,      48.0,      48.0,      48.0,      48.0,      48.0,     0.252,     0.252,     0.252,     0.252,     0.252,     0.252,      5796,     11592,      5796,     23184,     46368,      0.19,      0.13,      0.17,      0.05,      0.19,     153.1,     256.0,     190.9,     202.6,     802.6,     145.7,     225.2,     177.3,     192.4,     740.6,       4.2,      23.2,       8.4,       6.4,      42.2,       2.9,       7.2,       4.5,       3.0,      17.6,       0.2,       0.4,       0.6,       0.8,       2.0,     16.72,      3.19,      5.33,      3.98,      4.22,     16.72,      3.04,      4.69,      3.70,      4.01,     15.44,      0.09,      0.49,      0.18,      0.13,      0.89,      0.07,      0.16,      0.10,      0.07,      0.40,      0.01,         0,      0.01,      0.01,      0.03,     0.005,         0,     0.007,     0.002,     0.014,     0.005,         0,     0.006,     0.002,     0.013,     0.002,     0.007,     0.004,         0,     0.013,     0.005,     0.001,         0,     0.003,     0.009,     0.005,         0,         0,         0,     0.005,     0.191,     0.319,     0.237,     0.253,       1.9,       2.8,       2.4,       1.5,       2.2,       0.1,       0.2,       0.3,       0.4,       0.3
       8.0,0006_155.9,     1.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       2.6,       2.0,Principal Arterial,      1012,    1.0000,     702.1,    1166.6,     851.0,     906.7,    3626.4,     664.1,    1010.7,     791.7,     859.6,    3326.1,      24.5,     122.6,      35.0,      29.1,     211.2,      12.4,      32.3,      21.3,      14.0,      80.0,       1.1,       1.0,       3.0,       4.0,       9.1,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     1.385,     1.386,     1.385,     1.385,     1.386,     1.385,      6072,     12144,      6072,     24288,     48576,      0.17,      0.11,      0.15,      0.04,      0.17,     924.0,    1535.3,    1120.0,    1193.2,    4772.5,     873.9,    1330.1,    1041.9,    1131.3,    4377.2,      32.2,     161.4,      46.1,      38.3,     278.0,      16.3,      42.6,      28.1,      18.5,     105.5,       1.4,       1.3,       3.9,       5.2,      11.8,     83.71,     16.21,     26.93,     19.65,     20.93,     83.72,     15.34,     23.33,     18.28,     19.85,     76.80,      0.57,      2.84,      0.81,      0.67,      4.89,      0.30,      0.79,      0.52,      0.34,      1.95,      0.03,      0.03,      0.08,      0.11,      0.25,     0.012,     0.001,     0.006,     0.009,     0.028,     0.011,     0.001,     0.006,     0.008,     0.026,     0.004,     0.010,     0.002,         0,     0.016,         0,     0.003,     0.001,         0,     0.004,     0.002,     0.005,     0.004,     0.009,     0.020,     0.194,     0.322,     0.234,     0.250,       1.8,       2.8,       2.5,       1.5,       2.2,       0.2,       0.1,       0.4,       0.4,       0.3
       9.0,0006_157.3,     0.250,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.5,       2.0,Principal Arterial,      1012,    1.0000,     876.3,    1537.9,    1112.0,    1217.2,    4743.4,     831.6,    1343.5,    1037.6,    1159.1,    4371.8,      30.0,     157.0,      47.0,      38.0,     272.0,      13.6,      35.4,      24.4,      15.1,      88.5,       1.1,       2.0,       3.0,       5.0,      11.1,      56.9,      56.8,      56.9,      56.9,      56.9,      56.9,     0.263,     0.263,     0.263,     0.264,     0.263,     0.263,      6072,     12144,      6072,     24288,     48576,      0.20,      0.14,      0.20,      0.05,      0.20,     218.8,     384.0,     277.6,     303.9,    1184.3,     207.6,     335.4,     259.0,     289.4,    1091.4,       7.5,      39.2,      11.7,       9.4,      67.8,       3.3,       8.8,       6.0,       3.8,      21.9,       0.3,       0.5,       0.7,       1.2,       2.7,     20.80,      3.85,      6.74,      4.88,      5.34,     20.81,      3.65,      5.89,      4.56,      5.08,     19.18,      0.13,      0.69,      0.21,      0.17,      1.20,      0.06,      0.16,      0.11,      0.07,      0.40,      0.01,      0.01,      0.01,      0.02,      0.05,     0.004,         0,     0.011,         0,     0.015,     0.004,         0,     0.010,         0,     0.014,         0,     0.002,     0.004,     0.003,     0.009,         0,         0,         0,         0,         0,     0.005,         0,         0,         0,     0.005,     0.185,     0.324,     0.234,     0.257,       1.6,       2.3,       2.2,       1.2,       1.9,       0.1,       0.1,       0.3,       0.4,       0.2
      10.0,0006_157.6,     0.918,Both,All,Total,       1.0,      49.0,       1.0,Rural,        10,       2.0,       1.8,       2.0,Principal Arterial,      1007,    1.0000,    1014.1,    1781.5,    1298.1,    1430.2,    5523.9,     964.9,    1568.0,    1215.8,    1368.1,    5116.8,      33.4,     172.7,      53.0,      41.0,     300.1,      14.7,      38.8,      26.3,      16.1,      95.9,       1.1,       2.0,       3.0,       5.0,      11.1,      55.8,      55.8,      55.8,      55.8,      55.8,      55.8,     0.987,     0.988,     0.987,     0.988,     0.987,     0.987,      6042,     12085,      6042,     24169,     48339,      0.22,      0.16,      0.23,      0.06,      0.23,     931.3,    1636.1,    1192.1,    1313.4,    5072.9,     886.1,    1440.0,    1116.5,    1256.4,    4699.0,      30.7,     158.6,      48.7,      37.7,     275.7,      13.5,      35.7,      24.2,      14.8,      88.2,       1.0,       1.8,       2.7,       4.6,      10.1,     90.85,     16.70,     29.30,     21.37,     23.53,     90.90,     15.89,     25.79,     20.02,     22.50,     84.20,      0.55,      2.84,      0.88,      0.67,      4.94,      0.26,      0.67,      0.46,      0.28,      1.67,      0.02,      0.04,      0.06,      0.09,      0.21,     0.023,     0.003,     0.027,     0.001,     0.054,     0.021,     0.003,     0.025,         0,     0.049,     0.001,     0.004,     0.010,         0,     0.015,     0.004,         0,     0.003,         0,     0.007,         0,     0.004,     0.006,         0,     0.010,     0.184,     0.323,     0.234,     0.259,       1.4,       2.2,       2.0,       1.1,       1.7,       0.1,       0.1,       0.2,       0.3,       0.2
