SEGIDIDX,SEGID,DISTANCE,DIRECTION,DIRECTION_NAME,FUNCGROUP,SUBAREAID,CO_FIPS,AREATYPE,ATYPENAME,LINKS,LANES,LANEMILES,FT,FTCLASS,CAP1HL,FG_Share,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHT_PC,MD_VHT_PC,PM_VHT_PC,EV_VHT_PC,DY_VHT_PC,AM_VHT_LT,MD_VHT_LT,PM_VHT_LT,EV_VHT_LT,DY_VHT_LT,AM_VHT_MD,MD_VHT_MD,PM_VHT_MD,EV_VHT_MD,DY_VHT_MD,AM_VHT_HV,MD_VHT_HV,PM_VHT_HV,EV_VHT_HV,DY_VHT_HV,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD,AM_VHD_PC,MD_VHD_PC,PM_VHD_PC,EV_VHD_PC,DY_VHD_PC,AM_VHD_LT,MD_VHD_LT,PM_VHD_LT,EV_VHD_LT,DY_VHD_LT,AM_VHD_MD,MD_VHD_MD,PM_VHD_MD,EV_VHD_MD,DY_VHD_MD,AM_VHD_HV,MD_VHD_HV,PM_VHD_HV,EV_VHD_HV,DY_VHD_HV,AM_PRDFAC,MD_PRDFAC,PM_PRDFAC,EV_PRDFAC,AM_MDPCT,MD_MDPCT,PM_MDPCT,EV_MDPCT,DY_MDPCT,AM_HVPCT,MD_HVPCT,PM_HVPCT,EV_HVPCT,DY_HVPCT
       1.0,0006_141.0,     5.843,Both,All,Total,       1.0,      49.0,       1.0,Rural,        14,       2.0,      11.7,       2.0,Principal Arterial,      1065,    1.0000,     249.7,     408.4,     247.2,     315.8,    1221.1,     224.7,     349.4,     215.2,     265.8,    1055.1,         0,         0,         0,         0,         0,      11.0,      24.0,      17.0,      13.0,      65.0,      14.0,      35.0,      15.0,      37.0,     101.0,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     6.836,     6.836,     6.836,     6.836,     6.836,     6.836,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,    1459.1,    2386.4,    1444.5,    1845.3,    7135.3,    1313.0,    2041.6,    1257.5,    1553.1,    6165.2,         0,         0,         0,         0,         0,      64.3,     140.2,      99.3,      76.0,     379.8,      81.8,     204.6,      87.6,     216.2,     590.2,    139.12,     28.45,     46.52,     28.16,     35.98,    139.11,     25.60,     39.80,     24.51,     30.28,    120.19,         0,         0,         0,         0,         0,      1.33,      2.90,      2.05,      1.57,      7.85,      1.77,      4.42,      1.89,      4.67,     12.75,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.003,     0.003,         0,         0,     0.006,     0.204,     0.334,     0.203,     0.259,       4.4,       5.9,       6.9,       4.1,       5.3,       5.6,       8.6,       6.1,      11.7,       8.3
       2.0,0006_146.9,     3.039,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       6.1,       2.0,Principal Arterial,      1065,    1.0000,     261.5,     459.3,     265.9,     333.7,    1320.4,     226.0,     354.1,     216.6,     267.9,    1064.6,      10.5,      46.2,      17.3,      15.8,      89.8,      11.0,      24.0,      17.0,      13.0,      65.0,      14.0,      35.0,      15.0,      37.0,     101.0,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     3.554,     3.554,     3.554,     3.554,     3.554,     3.554,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,     794.7,    1395.8,     808.1,    1014.1,    4012.7,     686.8,    1076.1,     658.2,     814.1,    3235.2,      31.9,     140.4,      52.5,      48.0,     272.8,      33.5,      72.9,      51.7,      39.5,     197.6,      42.6,     106.4,      45.6,     112.4,     307.0,     78.21,     15.48,     27.21,     15.75,     19.76,     78.20,     13.38,     20.97,     12.83,     15.87,     63.05,      0.63,      2.74,      1.02,      0.93,      5.32,      0.70,      1.51,      1.07,      0.82,      4.10,      0.92,      2.29,      0.99,      2.43,      6.63,         0,         0,     0.001,     0.003,     0.004,         0,         0,     0.001,     0.002,     0.003,     0.008,     0.004,         0,         0,     0.012,     0.008,         0,         0,     0.002,     0.010,     0.001,         0,     0.005,     0.001,     0.007,     0.198,     0.348,     0.201,     0.253,       4.2,       5.2,       6.4,       3.9,       4.9,       5.4,       7.6,       5.6,      11.1,       7.6
       3.0,0006_149.9,     0.678,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       1.4,       2.0,Principal Arterial,      1065,    1.0000,     366.2,     635.8,     430.5,     474.7,    1907.2,     333.1,     515.8,     379.9,     430.7,    1659.5,      19.0,      90.0,      27.9,      25.0,     161.9,      12.1,      23.0,      17.8,      14.0,      66.9,       2.0,       7.0,       4.9,       5.0,      18.9,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     0.793,     0.794,     0.793,     0.793,     0.793,     0.793,      6390,     12780,      6390,     25560,     51120,      0.09,      0.06,      0.07,      0.02,      0.09,     248.3,     431.1,     291.9,     321.8,    1293.1,     225.9,     349.7,     257.5,     292.0,    1125.1,      12.9,      61.1,      18.9,      17.0,     109.9,       8.2,      15.6,      12.0,       9.5,      45.3,       1.4,       4.7,       3.4,       3.4,      12.9,     25.21,      4.84,      8.41,      5.69,      6.27,     25.21,      4.41,      6.81,      5.02,      5.69,     21.93,      0.25,      1.19,      0.37,      0.34,      2.15,      0.17,      0.32,      0.25,      0.19,      0.93,      0.03,      0.10,      0.07,      0.07,      0.27,     0.007,         0,         0,         0,     0.007,     0.007,         0,         0,         0,     0.007,         0,         0,     0.001,     0.010,     0.011,         0,         0,         0,         0,         0,     0.001,         0,         0,         0,     0.001,     0.192,     0.333,     0.226,     0.249,       3.3,       3.6,       4.1,       2.9,       3.5,       0.5,       1.1,       1.1,       1.1,       1.0
       4.0,0006_150.6,     1.973,Both,All,Total,       1.0,      49.0,       1.0,Rural,         8,       2.0,       3.9,       2.0,Principal Arterial,      1065,    1.0000,     418.3,     714.8,     508.0,     551.3,    2192.4,     386.5,     590.8,     455.7,     507.4,    1940.4,      17.6,      93.1,      29.2,      24.9,     164.8,      12.2,      23.9,      18.2,      14.0,      68.3,       2.0,       7.0,       4.9,       5.0,      18.9,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     2.308,     2.308,     2.308,     2.308,     2.308,     2.308,      6390,     12780,      6390,     25560,     51120,      0.10,      0.07,      0.09,      0.03,      0.10,     825.4,    1410.3,    1002.3,    1087.8,    4325.8,     762.6,    1165.7,     899.2,    1001.1,    3828.6,      34.7,     183.7,      57.6,      49.1,     325.1,      24.1,      47.2,      35.9,      27.6,     134.8,       3.9,      13.8,       9.6,       9.8,      37.1,     84.33,     16.09,     27.50,     19.54,     21.20,     84.33,     14.87,     22.73,     17.53,     19.52,     74.65,      0.68,      3.58,      1.13,      0.95,      6.34,      0.50,      0.98,      0.74,      0.57,      2.79,      0.09,      0.30,      0.21,      0.22,      0.82,     0.005,     0.008,     0.003,     0.004,     0.020,     0.004,     0.006,     0.003,     0.004,     0.017,     0.003,         0,     0.007,         0,     0.010,     0.002,     0.004,         0,         0,     0.006,     0.005,     0.002,     0.001,     0.007,     0.015,     0.191,     0.326,     0.232,     0.251,       2.9,       3.3,       3.6,       2.5,       3.1,       0.5,       1.0,       1.0,       0.9,       0.9
       5.0,0006_152.6,     0.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.6,       3.0,Minor Arterial,       983,    1.0000,     558.2,     938.9,     715.3,     760.7,    2973.1,     519.9,     818.7,     663.3,     720.7,    2722.6,      19.0,      83.0,      24.9,      18.0,     144.9,      17.3,      31.2,      23.0,      17.0,      88.5,       2.0,       6.0,       4.1,       5.0,      17.1,      41.4,      41.3,      41.4,      41.4,      41.3,      41.4,     0.459,     0.459,     0.459,     0.459,     0.459,     0.459,      5898,     11796,      5898,     23592,     47184,      0.14,      0.10,      0.13,      0.03,      0.14,     176.5,     297.0,     226.2,     240.6,     940.3,     164.5,     258.9,     209.8,     227.9,     861.1,       6.0,      26.3,       7.9,       5.7,      45.9,       5.5,       9.8,       7.2,       5.4,      27.9,       0.6,       1.8,       1.3,       1.5,       5.2,     22.73,      4.27,      7.18,      5.47,      5.82,     22.74,      3.98,      6.26,      5.07,      5.51,     20.82,      0.15,      0.64,      0.19,      0.13,      1.11,      0.14,      0.26,      0.19,      0.14,      0.73,      0.02,      0.06,      0.04,      0.05,      0.17,     0.005,         0,         0,         0,     0.005,     0.005,         0,         0,         0,     0.005,     0.005,     0.005,         0,         0,     0.010,         0,     0.003,     0.001,         0,     0.004,     0.003,     0.008,     0.004,     0.007,     0.022,     0.188,     0.316,     0.240,     0.256,       3.1,       3.3,       3.2,       2.2,       3.0,       0.4,       0.6,       0.6,       0.7,       0.6
       6.0,0006_152.9,     2.923,Both,All,Total,       1.0,      49.0,       1.0,Rural,         4,       2.0,       5.8,       2.0,Principal Arterial,      1011,    1.0000,     731.7,    1231.7,     920.1,    1005.9,    3889.4,     692.4,    1087.8,     858.3,     963.5,    3602.0,      22.8,     105.5,      35.2,      21.6,     185.1,      15.5,      35.4,      23.5,      17.8,      92.2,       1.0,       3.0,       3.1,       3.0,      10.1,      42.9,      42.9,      42.9,      42.9,      42.9,      42.9,     4.088,     4.089,     4.088,     4.089,     4.088,     4.088,      6064,     12128,      6064,     24257,     48513,      0.17,      0.12,      0.16,      0.04,      0.17,    2138.9,    3600.5,    2689.6,    2940.4,   11369.4,    2024.0,    3179.9,    2509.0,    2816.6,   10529.5,      66.7,     308.4,     102.8,      63.2,     541.1,      45.3,     103.4,      68.7,      52.1,     269.5,       2.9,       8.7,       9.0,       8.7,      29.3,    264.98,     49.87,     83.93,     62.71,     68.53,    265.04,     47.19,     74.12,     58.49,     65.64,    245.44,      1.55,      7.19,      2.40,      1.47,     12.61,      1.14,      2.59,      1.72,      1.30,      6.75,      0.08,      0.23,      0.24,      0.23,      0.78,     0.019,     0.011,     0.016,         0,     0.046,     0.018,     0.009,     0.015,         0,     0.042,         0,         0,         0,         0,         0,     0.005,         0,         0,         0,     0.005,     0.003,         0,     0.001,         0,     0.004,     0.188,     0.317,     0.236,     0.259,       2.1,       2.9,       2.6,       1.8,       2.4,       0.1,       0.2,       0.3,       0.3,       0.3
       7.0,0006_155.8,     0.202,Both,All,Total,       1.0,      49.0,       2.0,Transition,         2,       2.0,       0.4,       2.0,Principal Arterial,      1016,    1.0000,     738.6,    1241.4,     929.1,    1015.9,    3925.0,     699.1,    1098.0,     867.1,     973.9,    3638.1,      23.0,     105.0,      34.9,      21.0,     183.9,      15.5,      35.4,      24.0,      18.0,      92.9,       1.0,       3.0,       3.1,       3.0,      10.1,      43.2,      43.2,      43.2,      43.2,      43.1,      43.2,     0.280,     0.280,     0.280,     0.280,     0.280,     0.280,      6096,     12192,      6096,     24384,     48768,      0.18,      0.12,      0.16,      0.04,      0.18,     148.9,     250.3,     187.4,     204.8,     791.4,     141.0,     221.4,     174.8,     196.4,     733.6,       4.6,      21.2,       7.0,       4.2,      37.0,       3.1,       7.2,       4.9,       3.6,      18.8,       0.2,       0.6,       0.6,       0.6,       2.0,     18.32,      3.45,      5.80,      4.34,      4.75,     18.34,      3.26,      5.12,      4.04,      4.54,     16.96,      0.11,      0.49,      0.16,      0.10,      0.86,      0.08,      0.18,      0.12,      0.09,      0.47,      0.01,      0.02,      0.02,      0.02,      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.003,         0,         0,     0.002,     0.005,     0.002,     0.002,         0,         0,     0.004,     0.005,     0.004,     0.004,     0.004,     0.017,     0.188,     0.316,     0.237,     0.259,       2.1,       2.9,       2.6,       1.8,       2.4,       0.1,       0.2,       0.3,       0.3,       0.3
       8.0,0006_155.9,     1.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       2.6,       2.0,Principal Arterial,      1065,    1.0000,     686.7,    1141.5,     851.2,     935.4,    3614.8,     648.4,    1001.2,     792.6,     892.0,    3334.2,      22.9,     104.0,      35.5,      22.4,     184.8,      14.4,      33.3,      20.0,      18.0,      85.7,       1.0,       3.0,       3.1,       3.0,      10.1,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     1.540,     1.541,     1.540,     1.540,     1.540,     1.540,      6390,     12780,      6390,     25560,     51120,      0.16,      0.10,      0.14,      0.04,      0.16,     903.7,    1502.3,    1120.2,    1231.0,    4757.2,     853.3,    1317.6,    1043.1,    1173.9,    4387.9,      30.1,     136.9,      46.7,      29.5,     243.2,      19.0,      43.8,      26.4,      23.7,     112.9,       1.3,       3.9,       4.1,       3.9,      13.2,     92.77,     17.63,     29.30,     21.85,     24.00,     92.78,     16.65,     25.69,     20.35,     22.89,     85.58,      0.58,      2.67,      0.91,      0.58,      4.74,      0.39,      0.91,      0.55,      0.49,      2.34,      0.03,      0.09,      0.09,      0.09,      0.30,     0.010,         0,     0.009,         0,     0.019,     0.009,         0,     0.008,         0,     0.017,         0,     0.001,         0,     0.005,     0.006,         0,     0.003,     0.005,         0,     0.008,     0.002,     0.005,     0.002,     0.005,     0.014,     0.190,     0.316,     0.235,     0.259,       2.1,       2.9,       2.3,       1.9,       2.4,       0.1,       0.3,       0.4,       0.3,       0.3
       9.0,0006_157.3,     0.250,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.5,       2.0,Principal Arterial,      1065,    1.0000,     868.4,    1511.2,    1120.3,    1246.9,    4746.8,     823.8,    1337.7,    1047.2,    1195.8,    4404.5,      27.0,     132.0,      48.9,      31.0,     238.9,      16.6,      38.5,      21.1,      17.1,      93.3,       1.0,       3.0,       3.1,       3.0,      10.1,      51.2,      51.2,      51.2,      51.2,      51.2,      51.2,     0.292,     0.292,     0.292,     0.292,     0.292,     0.292,      6390,     12780,      6390,     25560,     51120,      0.19,      0.13,      0.19,      0.05,      0.19,     216.8,     377.3,     279.7,     311.3,    1185.1,     205.7,     334.0,     261.5,     298.5,    1099.7,       6.7,      33.0,      12.2,       7.7,      59.6,       4.1,       9.6,       5.2,       4.2,      23.1,       0.2,       0.7,       0.7,       0.7,       2.3,     23.13,      4.23,      7.37,      5.46,      6.08,     23.14,      4.01,      6.51,      5.10,      5.82,     21.44,      0.13,      0.64,      0.24,      0.15,      1.16,      0.08,      0.20,      0.11,      0.09,      0.48,      0.01,      0.02,      0.02,      0.02,      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.002,         0,     0.002,         0,     0.001,     0.001,     0.002,     0.004,     0.005,     0.004,     0.003,     0.004,     0.016,     0.183,     0.318,     0.236,     0.263,       1.9,       2.5,       1.9,       1.4,       2.0,       0.1,       0.2,       0.3,       0.2,       0.2
      10.0,0006_157.6,     0.918,Both,All,Total,       1.0,      49.0,       1.0,Rural,        10,       2.0,       1.8,       2.0,Principal Arterial,      1060,    1.0000,     990.7,    1744.0,    1294.2,    1455.8,    5484.7,     943.0,    1557.3,    1217.3,    1395.4,    5113.0,      28.9,     144.5,      51.6,      37.3,     262.3,      17.8,      39.2,      22.2,      19.1,      98.3,       1.0,       3.0,       3.1,       4.0,      11.1,      50.3,      50.2,      50.3,      50.2,      50.3,      50.2,     1.096,     1.097,     1.096,     1.097,     1.096,     1.096,      6358,     12717,      6358,     25434,     50867,      0.21,      0.15,      0.21,      0.06,      0.21,     909.8,    1601.6,    1188.5,    1336.9,    5036.8,     866.0,    1430.1,    1117.9,    1281.4,    4695.4,      26.5,     132.7,      47.4,      34.2,     240.8,      16.3,      36.0,      20.4,      17.5,      90.2,       0.9,       2.7,       2.8,       3.6,      10.0,    100.20,     18.11,     31.87,     23.68,     26.59,    100.25,     17.24,     28.45,     22.26,     25.49,     93.44,      0.52,      2.63,      0.94,      0.69,      4.78,      0.35,      0.76,      0.43,      0.37,      1.91,      0.02,      0.06,      0.06,      0.08,      0.22,     0.014,     0.001,     0.023,         0,     0.038,     0.013,     0.001,     0.022,         0,     0.036,         0,         0,         0,     0.009,     0.009,     0.004,         0,         0,         0,     0.004,         0,         0,         0,         0,         0,     0.181,     0.318,     0.236,     0.265,       1.8,       2.2,       1.7,       1.3,       1.8,       0.1,       0.2,       0.2,       0.3,       0.2
