SEGIDIDX,SEGID,DISTANCE,DIRECTION,DIRECTION_NAME,FUNCGROUP,SUBAREAID,CO_FIPS,AREATYPE,ATYPENAME,LINKS,LANES,LANEMILES,FT,FTCLASS,CAP1HL,FG_Share,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHT_PC,MD_VHT_PC,PM_VHT_PC,EV_VHT_PC,DY_VHT_PC,AM_VHT_LT,MD_VHT_LT,PM_VHT_LT,EV_VHT_LT,DY_VHT_LT,AM_VHT_MD,MD_VHT_MD,PM_VHT_MD,EV_VHT_MD,DY_VHT_MD,AM_VHT_HV,MD_VHT_HV,PM_VHT_HV,EV_VHT_HV,DY_VHT_HV,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD,AM_VHD_PC,MD_VHD_PC,PM_VHD_PC,EV_VHD_PC,DY_VHD_PC,AM_VHD_LT,MD_VHD_LT,PM_VHD_LT,EV_VHD_LT,DY_VHD_LT,AM_VHD_MD,MD_VHD_MD,PM_VHD_MD,EV_VHD_MD,DY_VHD_MD,AM_VHD_HV,MD_VHD_HV,PM_VHD_HV,EV_VHD_HV,DY_VHD_HV,AM_PRDFAC,MD_PRDFAC,PM_PRDFAC,EV_PRDFAC,AM_MDPCT,MD_MDPCT,PM_MDPCT,EV_MDPCT,DY_MDPCT,AM_HVPCT,MD_HVPCT,PM_HVPCT,EV_HVPCT,DY_HVPCT
       1.0,0006_141.0,     5.843,Both,All,Total,       1.0,      49.0,       1.0,Rural,        14,       2.0,      11.7,       2.0,Principal Arterial,      1065,    1.0000,     246.7,     409.4,     242.9,     325.8,    1224.8,     220.7,     349.4,     212.9,     269.8,    1052.8,         0,         0,         0,         0,         0,      11.0,      23.0,      17.0,      14.0,      65.0,      15.0,      37.0,      13.0,      42.0,     107.0,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     6.836,     6.837,     6.836,     6.836,     6.836,     6.836,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,    1441.5,    2392.2,    1419.3,    1903.7,    7156.7,    1289.6,    2041.6,    1244.0,    1576.5,    6151.7,         0,         0,         0,         0,         0,      64.3,     134.4,      99.3,      81.8,     379.8,      87.7,     216.2,      75.9,     245.4,     625.2,    139.54,     28.11,     46.64,     27.68,     37.12,    139.55,     25.15,     39.80,     24.25,     30.74,    119.94,         0,         0,         0,         0,         0,      1.33,      2.78,      2.05,      1.69,      7.85,      1.90,      4.67,      1.64,      5.30,     13.51,     0.006,         0,         0,     0.002,     0.008,     0.006,         0,         0,     0.002,     0.008,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.007,         0,         0,         0,     0.007,     0.201,     0.334,     0.199,     0.266,       4.5,       5.6,       7.0,       4.3,       5.3,       6.1,       9.0,       5.4,      12.9,       8.7
       2.0,0006_146.9,     3.039,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       6.1,       2.0,Principal Arterial,      1065,    1.0000,     258.0,     460.8,     262.0,     343.3,    1324.1,     221.5,     354.6,     213.7,     271.5,    1061.3,      10.5,      46.2,      18.3,      15.8,      90.8,      11.0,      23.0,      17.0,      14.0,      65.0,      15.0,      37.0,      13.0,      42.0,     107.0,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     3.554,     3.554,     3.554,     3.555,     3.554,     3.554,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,     784.1,    1400.3,     796.2,    1043.3,    4023.9,     673.2,    1077.7,     649.4,     825.1,    3225.4,      31.9,     140.4,      55.6,      48.0,     275.9,      33.5,      69.9,      51.6,      42.5,     197.5,      45.6,     112.5,      39.5,     127.6,     325.2,     78.43,     15.28,     27.29,     15.52,     20.33,     78.42,     13.12,     21.00,     12.66,     16.08,     62.86,      0.63,      2.74,      1.08,      0.93,      5.38,      0.70,      1.45,      1.07,      0.88,      4.10,      0.98,      2.42,      0.86,      2.76,      7.02,     0.001,         0,     0.003,         0,     0.004,     0.001,         0,     0.003,         0,     0.004,     0.008,     0.004,         0,         0,     0.012,     0.008,     0.003,         0,         0,     0.011,         0,         0,     0.007,     0.003,     0.010,     0.195,     0.348,     0.198,     0.259,       4.3,       5.0,       6.5,       4.1,       4.9,       5.8,       8.0,       5.0,      12.2,       8.1
       3.0,0006_149.9,     0.678,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       1.4,       2.0,Principal Arterial,      1065,    1.0000,     361.4,     620.9,     421.2,     488.4,    1891.9,     323.3,     504.9,     371.1,     442.4,    1641.7,      19.0,      90.0,      27.9,      26.0,     162.9,      14.1,      20.0,      19.4,      13.0,      66.5,       5.0,       6.0,       2.8,       7.0,      20.8,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     0.793,     0.793,     0.794,     0.794,     0.793,     0.793,      6390,     12780,      6390,     25560,     51120,      0.09,      0.06,      0.07,      0.02,      0.09,     245.0,     421.0,     285.5,     331.2,    1282.7,     219.2,     342.3,     251.6,     299.9,    1113.0,      12.9,      61.0,      18.9,      17.7,     110.5,       9.5,      13.5,      13.2,       8.9,      45.1,       3.4,       4.0,       1.9,       4.7,      14.0,     25.01,      4.78,      8.21,      5.57,      6.46,     25.02,      4.27,      6.68,      4.91,      5.85,     21.71,      0.25,      1.19,      0.37,      0.35,      2.16,      0.20,      0.28,      0.27,      0.18,      0.93,      0.07,      0.08,      0.04,      0.10,      0.29,         0,     0.007,     0.005,     0.002,     0.014,         0,     0.006,     0.004,     0.002,     0.012,         0,         0,     0.001,     0.006,     0.007,     0.002,         0,         0,         0,     0.002,         0,         0,         0,         0,         0,     0.191,     0.328,     0.223,     0.258,       3.9,       3.2,       4.6,       2.7,       3.5,       1.4,       1.0,       0.7,       1.4,       1.1
       4.0,0006_150.6,     1.973,Both,All,Total,       1.0,      49.0,       1.0,Rural,         8,       2.0,       3.9,       2.0,Principal Arterial,      1065,    1.0000,     418.2,     696.2,     496.6,     565.8,    2176.8,     380.5,     573.2,     445.2,     519.9,    1918.8,      18.1,      93.1,      29.2,      25.9,     166.3,      14.6,      23.9,      19.4,      13.0,      70.9,       5.0,       6.0,       2.8,       7.0,      20.8,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     2.308,     2.308,     2.308,     2.309,     2.308,     2.308,      6390,     12780,      6390,     25560,     51120,      0.10,      0.07,      0.09,      0.03,      0.10,     825.2,    1373.7,     979.8,    1116.4,    4295.1,     750.8,    1131.0,     878.4,    1025.8,    3786.0,      35.7,     183.7,      57.6,      51.1,     328.1,      28.8,      47.2,      38.2,      25.6,     139.8,       9.8,      11.8,       5.5,      13.8,      40.9,     83.73,     16.08,     26.78,     19.10,     21.76,     83.72,     14.63,     22.05,     17.13,     19.99,     73.80,      0.69,      3.58,      1.13,      0.99,      6.39,      0.60,      0.97,      0.79,      0.53,      2.89,      0.22,      0.26,      0.12,      0.30,      0.90,         0,     0.004,     0.007,         0,     0.011,         0,     0.003,     0.006,         0,     0.009,         0,         0,     0.007,         0,     0.007,     0.004,         0,         0,         0,     0.004,     0.007,     0.004,     0.001,     0.002,     0.014,     0.192,     0.320,     0.228,     0.260,       3.5,       3.4,       3.9,       2.3,       3.3,       1.2,       0.9,       0.6,       1.2,       1.0
       5.0,0006_152.6,     0.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.6,       3.0,Minor Arterial,       983,    1.0000,     571.8,     941.9,     699.8,     762.5,    2976.0,     530.5,     819.6,     649.3,     721.5,    2720.9,      18.0,      87.0,      24.0,      19.0,     148.0,      19.3,      29.3,      23.7,      15.0,      87.3,       4.0,       6.0,       2.8,       7.0,      19.8,      41.4,      41.4,      41.4,      41.4,      41.4,      41.4,     0.459,     0.459,     0.459,     0.459,     0.459,     0.459,      5898,     11796,      5898,     23592,     47184,      0.14,      0.09,      0.12,      0.03,      0.14,     180.8,     297.9,     221.3,     241.2,     941.2,     167.8,     259.2,     205.4,     228.2,     860.6,       5.6,      27.5,       7.6,       6.0,      46.7,       6.1,       9.3,       7.4,       4.8,      27.6,       1.2,       1.8,       0.9,       2.2,       6.1,     22.76,      4.37,      7.20,      5.35,      5.83,     22.75,      4.05,      6.27,      4.96,      5.52,     20.80,      0.14,      0.67,      0.18,      0.14,      1.13,      0.16,      0.24,      0.19,      0.12,      0.71,      0.04,      0.06,      0.03,      0.06,      0.19,         0,     0.003,         0,     0.003,     0.006,         0,     0.003,         0,     0.003,     0.006,     0.002,     0.005,         0,         0,     0.007,     0.001,         0,         0,         0,     0.001,     0.005,     0.008,     0.006,         0,     0.019,     0.192,     0.316,     0.236,     0.256,       3.4,       3.1,       3.4,       2.0,       2.9,       0.7,       0.6,       0.4,       0.9,       0.7
       6.0,0006_152.9,     2.923,Both,All,Total,       1.0,      49.0,       1.0,Rural,         4,       2.0,       5.8,       2.0,Principal Arterial,      1011,    1.0000,     740.1,    1210.7,     899.6,     998.5,    3848.9,     696.8,    1072.7,     840.2,     957.1,    3566.8,      22.8,     103.8,      32.7,      19.6,     178.9,      17.5,      31.2,      24.9,      16.8,      90.4,       3.0,       3.0,       1.8,       5.0,      12.8,      42.9,      42.9,      42.9,      42.9,      42.9,      42.9,     4.088,     4.089,     4.088,     4.090,     4.088,     4.089,      6064,     12128,      6064,     24257,     48513,      0.18,      0.12,      0.15,      0.04,      0.18,    2163.5,    3539.2,    2629.7,    2918.8,   11251.2,    2036.9,    3135.8,    2456.0,    2797.8,   10426.5,      66.7,     303.5,      95.6,      57.3,     523.1,      51.2,      91.2,      72.8,      49.2,     264.4,       8.7,       8.7,       5.2,      14.6,      37.2,    262.23,     50.44,     82.50,     61.31,     68.03,    262.28,     47.49,     73.09,     57.27,     65.21,    243.06,      1.55,      7.08,      2.23,      1.34,     12.20,      1.28,      2.29,      1.83,      1.23,      6.63,      0.23,      0.23,      0.14,      0.38,      0.98,     0.016,     0.005,     0.027,         0,     0.048,     0.015,     0.004,     0.025,         0,     0.044,         0,     0.003,     0.001,     0.004,     0.008,         0,     0.004,     0.006,         0,     0.010,         0,         0,     0.001,         0,     0.001,     0.192,     0.315,     0.234,     0.259,       2.4,       2.6,       2.8,       1.7,       2.3,       0.4,       0.2,       0.2,       0.5,       0.3
       7.0,0006_155.8,     0.202,Both,All,Total,       1.0,      49.0,       2.0,Transition,         2,       2.0,       0.4,       2.0,Principal Arterial,      1016,    1.0000,     746.3,    1218.3,     905.7,    1008.4,    3878.7,     702.8,    1080.9,     846.8,     967.4,    3597.9,      23.0,     103.0,      32.2,      19.0,     177.2,      17.5,      31.4,      24.9,      17.0,      90.8,       3.0,       3.0,       1.8,       5.0,      12.8,      43.2,      43.1,      43.2,      43.2,      43.2,      43.2,     0.280,     0.280,     0.280,     0.281,     0.280,     0.280,      6096,     12192,      6096,     24384,     48768,      0.18,      0.12,      0.15,      0.04,      0.18,     150.5,     245.7,     182.6,     203.3,     782.1,     141.7,     218.0,     170.8,     195.1,     725.6,       4.6,      20.8,       6.5,       3.8,      35.7,       3.5,       6.3,       5.1,       3.4,      18.3,       0.6,       0.6,       0.4,       1.0,       2.6,     18.10,      3.49,      5.68,      4.23,      4.71,     18.11,      3.28,      5.04,      3.96,      4.52,     16.80,      0.11,      0.48,      0.15,      0.09,      0.83,      0.09,      0.16,      0.12,      0.09,      0.46,      0.02,      0.02,      0.01,      0.03,      0.08,         0,         0,     0.009,     0.006,     0.015,         0,         0,     0.008,     0.006,     0.014,     0.003,         0,         0,     0.001,     0.004,     0.002,     0.003,         0,     0.005,     0.010,     0.004,     0.004,         0,     0.004,     0.012,     0.192,     0.314,     0.234,     0.260,       2.3,       2.6,       2.7,       1.7,       2.3,       0.4,       0.2,       0.2,       0.5,       0.3
       8.0,0006_155.9,     1.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       2.6,       2.0,Principal Arterial,      1065,    1.0000,     695.9,    1116.9,     831.9,     921.1,    3565.8,     654.6,     981.8,     775.0,     878.9,    3290.3,      22.9,     103.8,      32.2,      21.2,     180.1,      15.4,      28.3,      22.9,      16.0,      82.6,       3.0,       3.0,       1.8,       5.0,      12.8,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     1.540,     1.541,     1.540,     1.540,     1.540,     1.540,      6390,     12780,      6390,     25560,     51120,      0.16,      0.10,      0.14,      0.04,      0.16,     915.9,    1469.9,    1094.8,    1212.2,    4692.8,     861.4,    1292.1,    1019.9,    1156.7,    4330.1,      30.1,     136.6,      42.4,      27.9,     237.0,      20.3,      37.3,      30.1,      21.1,     108.8,       3.9,       3.9,       2.4,       6.5,      16.7,     91.51,     17.87,     28.66,     21.36,     23.64,     91.53,     16.81,     25.20,     19.89,     22.56,     84.46,      0.58,      2.66,      0.82,      0.55,      4.61,      0.42,      0.77,      0.62,      0.43,      2.24,      0.09,      0.09,      0.05,      0.15,      0.38,     0.011,     0.003,         0,     0.004,     0.018,     0.010,     0.002,         0,     0.003,     0.015,         0,         0,         0,     0.006,     0.006,         0,         0,         0,         0,         0,     0.005,     0.005,         0,     0.008,     0.018,     0.195,     0.313,     0.234,     0.258,       2.2,       2.5,       2.8,       1.7,       2.3,       0.4,       0.3,       0.2,       0.5,       0.4
       9.0,0006_157.3,     0.250,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.5,       2.0,Principal Arterial,      1065,    1.0000,     877.9,    1483.8,    1095.6,    1231.8,    4689.1,     833.3,    1317.3,    1021.6,    1176.7,    4348.9,      25.0,     134.0,      47.2,      30.0,     236.2,      16.6,      29.5,      25.0,      20.1,      91.2,       3.0,       3.0,       1.8,       5.0,      12.8,      51.2,      51.2,      51.2,      51.2,      51.2,      51.2,     0.292,     0.292,     0.292,     0.292,     0.292,     0.292,      6390,     12780,      6390,     25560,     51120,      0.19,      0.13,      0.18,      0.05,      0.19,     219.2,     370.4,     273.5,     307.6,    1170.7,     208.0,     328.9,     255.1,     293.8,    1085.8,       6.2,      33.5,      11.7,       7.5,      58.9,       4.1,       7.3,       6.2,       5.0,      22.6,       0.7,       0.7,       0.4,       1.2,       3.0,     22.84,      4.28,      7.23,      5.34,      6.01,     22.86,      4.06,      6.42,      4.98,      5.73,     21.19,      0.12,      0.65,      0.23,      0.15,      1.15,      0.09,      0.15,      0.13,      0.10,      0.47,      0.02,      0.02,      0.01,      0.03,      0.08,         0,     0.003,     0.003,         0,     0.006,         0,     0.002,     0.003,         0,     0.005,         0,         0,         0,     0.004,     0.004,     0.004,         0,     0.001,         0,     0.005,     0.004,     0.004,         0,     0.003,     0.011,     0.187,     0.316,     0.234,     0.263,       1.9,       2.0,       2.3,       1.6,       1.9,       0.3,       0.2,       0.2,       0.4,       0.3
      10.0,0006_157.6,     0.918,Both,All,Total,       1.0,      49.0,       1.0,Rural,        10,       2.0,       1.8,       2.0,Principal Arterial,      1060,    1.0000,     992.4,    1715.7,    1260.2,    1440.5,    5408.8,     942.8,    1538.1,    1182.1,    1376.3,    5039.3,      28.2,     144.4,      50.1,      37.0,     259.7,      18.4,      30.2,      26.2,      21.2,      96.0,       3.0,       3.0,       1.8,       6.0,      13.8,      50.3,      50.2,      50.3,      50.2,      50.3,      50.2,     1.096,     1.097,     1.096,     1.097,     1.096,     1.096,      6358,     12717,      6358,     25434,     50867,      0.21,      0.15,      0.21,      0.06,      0.21,     911.3,    1575.6,    1157.3,    1322.9,    4967.1,     865.8,    1412.5,    1085.6,    1263.9,    4627.8,      25.9,     132.6,      46.0,      34.0,     238.5,      16.9,      27.7,      24.1,      19.5,      88.2,       2.7,       2.7,       1.6,       5.5,      12.5,     98.81,     18.14,     31.35,     23.04,     26.32,     98.85,     17.24,     28.10,     21.61,     25.14,     92.09,      0.51,      2.63,      0.92,      0.68,      4.74,      0.36,      0.59,      0.51,      0.41,      1.87,      0.06,      0.06,      0.04,      0.12,      0.28,     0.018,     0.002,     0.016,         0,     0.036,     0.017,     0.002,     0.015,         0,     0.034,         0,         0,     0.006,     0.005,     0.011,     0.002,     0.003,     0.001,         0,     0.006,         0,         0,     0.003,         0,     0.003,     0.183,     0.317,     0.234,     0.266,       1.9,       1.8,       2.1,       1.5,       1.8,       0.3,       0.2,       0.1,       0.4,       0.3
