SEGIDIDX,SEGID,DISTANCE,DIRECTION,DIRECTION_NAME,FUNCGROUP,SUBAREAID,CO_FIPS,AREATYPE,ATYPENAME,LINKS,LANES,LANEMILES,FT,FTCLASS,CAP1HL,FG_Share,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHT_PC,MD_VHT_PC,PM_VHT_PC,EV_VHT_PC,DY_VHT_PC,AM_VHT_LT,MD_VHT_LT,PM_VHT_LT,EV_VHT_LT,DY_VHT_LT,AM_VHT_MD,MD_VHT_MD,PM_VHT_MD,EV_VHT_MD,DY_VHT_MD,AM_VHT_HV,MD_VHT_HV,PM_VHT_HV,EV_VHT_HV,DY_VHT_HV,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD,AM_VHD_PC,MD_VHD_PC,PM_VHD_PC,EV_VHD_PC,DY_VHD_PC,AM_VHD_LT,MD_VHD_LT,PM_VHD_LT,EV_VHD_LT,DY_VHD_LT,AM_VHD_MD,MD_VHD_MD,PM_VHD_MD,EV_VHD_MD,DY_VHD_MD,AM_VHD_HV,MD_VHD_HV,PM_VHD_HV,EV_VHD_HV,DY_VHD_HV,AM_PRDFAC,MD_PRDFAC,PM_PRDFAC,EV_PRDFAC,AM_MDPCT,MD_MDPCT,PM_MDPCT,EV_MDPCT,DY_MDPCT,AM_HVPCT,MD_HVPCT,PM_HVPCT,EV_HVPCT,DY_HVPCT
       1.0,0006_141.0,     5.843,Both,All,Total,       1.0,      49.0,       1.0,Rural,        14,       2.0,      11.7,       2.0,Principal Arterial,      1065,    1.0000,     245.7,     407.4,     241.2,     321.8,    1216.1,     219.7,     347.4,     211.2,     265.8,    1044.1,         0,         0,         0,         0,         0,      11.0,      23.0,      17.0,      14.0,      65.0,      15.0,      37.0,      13.0,      42.0,     107.0,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     6.836,     6.836,     6.836,     6.836,     6.836,     6.836,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,    1435.7,    2380.5,    1409.4,    1880.4,    7106.0,    1283.8,    2029.9,    1234.1,    1553.1,    6100.9,         0,         0,         0,         0,         0,      64.3,     134.4,      99.3,      81.8,     379.8,      87.7,     216.2,      75.9,     245.4,     625.2,    138.55,     28.00,     46.41,     27.48,     36.66,    138.55,     25.03,     39.58,     24.06,     30.28,    118.95,         0,         0,         0,         0,         0,      1.33,      2.78,      2.05,      1.69,      7.85,      1.90,      4.67,      1.64,      5.30,     13.51,         0,     0.001,         0,         0,     0.001,         0,     0.001,         0,         0,     0.001,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.007,         0,         0,         0,     0.007,     0.202,     0.335,     0.198,     0.265,       4.5,       5.6,       7.0,       4.4,       5.3,       6.1,       9.1,       5.4,      13.1,       8.8
       2.0,0006_146.9,     3.039,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       6.1,       2.0,Principal Arterial,      1065,    1.0000,     257.0,     456.4,     261.7,     338.3,    1313.4,     220.5,     350.2,     213.4,     266.5,    1050.6,      10.5,      46.2,      18.3,      15.8,      90.8,      11.0,      23.0,      17.0,      14.0,      65.0,      15.0,      37.0,      13.0,      42.0,     107.0,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     3.554,     3.554,     3.554,     3.554,     3.554,     3.554,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,     781.1,    1387.0,     795.3,    1028.1,    3991.5,     670.1,    1064.3,     648.5,     809.9,    3192.8,      31.9,     140.4,      55.6,      48.0,     275.9,      33.5,      69.9,      51.6,      42.5,     197.5,      45.6,     112.5,      39.5,     127.6,     325.2,     77.79,     15.22,     27.03,     15.50,     20.04,     77.79,     13.06,     20.74,     12.64,     15.78,     62.22,      0.63,      2.74,      1.08,      0.93,      5.38,      0.70,      1.45,      1.07,      0.88,      4.10,      0.98,      2.42,      0.86,      2.76,      7.02,         0,         0,     0.001,         0,     0.001,         0,         0,         0,         0,         0,     0.008,     0.004,         0,         0,     0.012,     0.008,     0.003,         0,         0,     0.011,         0,         0,     0.007,     0.003,     0.010,     0.196,     0.347,     0.199,     0.258,       4.3,       5.0,       6.5,       4.1,       4.9,       5.8,       8.1,       5.0,      12.4,       8.1
       3.0,0006_149.9,     0.678,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       1.4,       2.0,Principal Arterial,      1065,    1.0000,     364.6,     614.9,     430.1,     485.1,    1894.7,     326.5,     498.9,     379.8,     439.1,    1644.3,      19.0,      90.0,      27.9,      26.0,     162.9,      14.1,      20.0,      19.3,      13.0,      66.4,       5.0,       6.0,       3.1,       7.0,      21.1,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     0.793,     0.794,     0.794,     0.793,     0.793,     0.793,      6390,     12780,      6390,     25560,     51120,      0.09,      0.06,      0.07,      0.02,      0.09,     247.2,     416.9,     291.6,     328.9,    1284.6,     221.4,     338.2,     257.5,     297.7,    1114.8,      12.9,      61.0,      18.9,      17.7,     110.5,       9.5,      13.5,      13.1,       8.9,      45.0,       3.4,       4.0,       2.1,       4.7,      14.2,     25.05,      4.82,      8.13,      5.68,      6.41,     25.04,      4.32,      6.60,      5.02,      5.80,     21.74,      0.25,      1.19,      0.37,      0.35,      2.16,      0.20,      0.28,      0.27,      0.18,      0.93,      0.07,      0.08,      0.05,      0.10,      0.30,     0.004,     0.006,         0,         0,     0.010,     0.004,     0.005,         0,         0,     0.009,         0,         0,     0.001,     0.006,     0.007,     0.002,         0,         0,         0,     0.002,         0,         0,     0.005,         0,     0.005,     0.192,     0.325,     0.227,     0.256,       3.9,       3.3,       4.5,       2.7,       3.5,       1.4,       1.0,       0.7,       1.4,       1.1
       4.0,0006_150.6,     1.973,Both,All,Total,       1.0,      49.0,       1.0,Rural,         8,       2.0,       3.9,       2.0,Principal Arterial,      1065,    1.0000,     419.5,     689.6,     505.2,     559.0,    2173.3,     381.8,     566.6,     453.6,     513.1,    1915.1,      18.1,      93.1,      29.2,      25.9,     166.3,      14.6,      23.9,      19.3,      13.0,      70.8,       5.0,       6.0,       3.1,       7.0,      21.1,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     2.308,     2.309,     2.308,     2.308,     2.308,     2.308,      6390,     12780,      6390,     25560,     51120,      0.10,      0.07,      0.09,      0.03,      0.10,     827.8,    1360.7,     996.9,    1102.9,    4288.3,     753.4,    1118.0,     895.0,    1012.4,    3778.8,      35.7,     183.7,      57.6,      51.1,     328.1,      28.8,      47.2,      38.0,      25.6,     139.6,       9.8,      11.8,       6.1,      13.8,      41.5,     83.59,     16.14,     26.52,     19.44,     21.51,     83.61,     14.69,     21.79,     17.44,     19.73,     73.65,      0.69,      3.58,      1.13,      0.99,      6.39,      0.60,      0.97,      0.79,      0.53,      2.89,      0.22,      0.26,      0.14,      0.30,      0.92,     0.005,         0,         0,         0,     0.005,     0.005,         0,         0,         0,     0.005,         0,         0,     0.007,         0,     0.007,     0.004,         0,     0.002,         0,     0.006,     0.007,     0.004,     0.008,     0.002,     0.021,     0.193,     0.317,     0.233,     0.257,       3.5,       3.5,       3.8,       2.3,       3.3,       1.2,       0.9,       0.6,       1.3,       1.0
       5.0,0006_152.6,     0.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.6,       3.0,Minor Arterial,       983,    1.0000,     566.8,     935.0,     713.0,     757.6,    2972.4,     525.5,     812.7,     662.3,     716.6,    2717.1,      18.0,      87.0,      24.0,      19.0,     148.0,      19.3,      29.3,      23.6,      15.0,      87.2,       4.0,       6.0,       3.1,       7.0,      20.1,      41.4,      41.4,      41.4,      41.4,      41.3,      41.4,     0.459,     0.459,     0.459,     0.459,     0.459,     0.459,      5898,     11796,      5898,     23592,     47184,      0.14,      0.09,      0.13,      0.03,      0.14,     179.3,     295.7,     225.5,     239.6,     940.1,     166.2,     257.1,     209.4,     226.6,     859.3,       5.6,      27.5,       7.6,       6.0,      46.7,       6.1,       9.3,       7.4,       4.8,      27.6,       1.2,       1.8,       0.9,       2.2,       6.1,     22.73,      4.33,      7.15,      5.45,      5.80,     22.73,      4.02,      6.22,      5.07,      5.48,     20.79,      0.14,      0.67,      0.18,      0.14,      1.13,      0.16,      0.24,      0.19,      0.12,      0.71,      0.04,      0.06,      0.03,      0.06,      0.19,     0.002,     0.006,     0.006,         0,     0.014,     0.002,     0.006,     0.006,         0,     0.014,     0.002,     0.005,         0,         0,     0.007,     0.001,         0,         0,         0,     0.001,     0.005,     0.008,     0.003,         0,     0.016,     0.191,     0.315,     0.239,     0.255,       3.4,       3.1,       3.3,       2.0,       2.9,       0.7,       0.6,       0.4,       0.9,       0.7
       6.0,0006_152.9,     2.923,Both,All,Total,       1.0,      49.0,       1.0,Rural,         4,       2.0,       5.8,       2.0,Principal Arterial,      1011,    1.0000,     741.7,    1207.1,     899.6,     990.8,    3839.2,     698.4,    1069.1,     840.0,     949.4,    3556.9,      22.8,     103.8,      32.7,      19.6,     178.9,      17.5,      31.2,      24.8,      16.8,      90.3,       3.0,       3.0,       2.1,       5.0,      13.1,      42.9,      42.9,      42.9,      42.9,      42.9,      42.9,     4.088,     4.089,     4.088,     4.089,     4.088,     4.089,      6064,     12128,      6064,     24257,     48513,      0.18,      0.12,      0.15,      0.04,      0.18,    2168.1,    3528.7,    2629.7,    2896.3,   11222.8,    2041.6,    3125.2,    2455.5,    2775.3,   10397.6,      66.7,     303.5,      95.6,      57.3,     523.1,      51.2,      91.2,      72.5,      49.2,     264.1,       8.7,       8.7,       6.1,      14.6,      38.1,    261.57,     50.55,     82.25,     61.32,     67.51,    261.63,     47.60,     72.85,     57.25,     64.69,    242.39,      1.55,      7.08,      2.23,      1.34,     12.20,      1.28,      2.29,      1.82,      1.23,      6.62,      0.23,      0.23,      0.16,      0.38,      1.00,     0.017,     0.011,     0.020,     0.005,     0.053,     0.016,     0.010,     0.019,     0.005,     0.050,         0,     0.003,     0.001,     0.004,     0.008,         0,     0.004,     0.003,         0,     0.007,         0,         0,         0,         0,         0,     0.193,     0.314,     0.235,     0.258,       2.4,       2.6,       2.8,       1.7,       2.4,       0.4,       0.2,       0.2,       0.5,       0.3
       7.0,0006_155.8,     0.202,Both,All,Total,       1.0,      49.0,       2.0,Transition,         2,       2.0,       0.4,       2.0,Principal Arterial,      1016,    1.0000,     748.3,    1214.4,     905.4,    1000.8,    3868.9,     704.8,    1077.0,     846.3,     959.8,    3587.9,      23.0,     103.0,      32.2,      19.0,     177.2,      17.5,      31.4,      24.8,      17.0,      90.7,       3.0,       3.0,       2.1,       5.0,      13.1,      43.2,      43.1,      43.2,      43.2,      43.2,      43.2,     0.280,     0.280,     0.280,     0.280,     0.280,     0.280,      6096,     12192,      6096,     24384,     48768,      0.18,      0.12,      0.15,      0.04,      0.18,     150.9,     244.8,     182.6,     201.8,     780.1,     142.1,     217.2,     170.6,     193.5,     723.4,       4.6,      20.8,       6.5,       3.8,      35.7,       3.5,       6.3,       5.0,       3.4,      18.2,       0.6,       0.6,       0.4,       1.0,       2.6,     18.05,      3.50,      5.67,      4.23,      4.67,     18.07,      3.29,      5.03,      3.95,      4.48,     16.75,      0.11,      0.48,      0.15,      0.09,      0.83,      0.09,      0.16,      0.12,      0.09,      0.46,      0.02,      0.02,      0.02,      0.03,      0.09,     0.001,     0.005,     0.001,     0.001,     0.008,     0.001,     0.004,     0.001,     0.001,     0.007,     0.003,         0,         0,     0.001,     0.004,     0.002,     0.003,         0,     0.005,     0.010,     0.004,     0.004,     0.009,     0.004,     0.021,     0.193,     0.314,     0.234,     0.259,       2.3,       2.6,       2.7,       1.7,       2.3,       0.4,       0.2,       0.2,       0.5,       0.3
       8.0,0006_155.9,     1.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       2.6,       2.0,Principal Arterial,      1065,    1.0000,     699.0,    1111.7,     829.5,     913.7,    3553.9,     657.7,     976.6,     772.4,     871.5,    3278.2,      22.9,     103.8,      32.2,      21.2,     180.1,      15.4,      28.3,      22.8,      16.0,      82.5,       3.0,       3.0,       2.1,       5.0,      13.1,      51.3,      51.3,      51.3,      51.3,      51.3,      51.3,     1.540,     1.540,     1.540,     1.540,     1.540,     1.540,      6390,     12780,      6390,     25560,     51120,      0.16,      0.10,      0.13,      0.04,      0.16,     919.9,    1463.0,    1091.6,    1202.4,    4676.9,     865.5,    1285.2,    1016.5,    1147.0,    4314.2,      30.1,     136.6,      42.4,      27.9,     237.0,      20.3,      37.3,      30.0,      21.1,     108.7,       3.9,       3.9,       2.7,       6.5,      17.0,     91.21,     17.94,     28.53,     21.29,     23.45,     91.21,     16.88,     25.06,     19.82,     22.37,     84.13,      0.58,      2.66,      0.82,      0.55,      4.61,      0.42,      0.77,      0.62,      0.43,      2.24,      0.09,      0.09,      0.06,      0.15,      0.39,         0,         0,         0,     0.003,     0.003,         0,         0,         0,     0.003,     0.003,         0,         0,         0,     0.006,     0.006,         0,         0,         0,         0,         0,     0.005,     0.005,         0,     0.008,     0.018,     0.197,     0.313,     0.233,     0.257,       2.2,       2.5,       2.7,       1.8,       2.3,       0.4,       0.3,       0.3,       0.5,       0.4
       9.0,0006_157.3,     0.250,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.5,       2.0,Principal Arterial,      1065,    1.0000,     882.1,    1481.3,    1095.0,    1231.6,    4690.0,     837.5,    1314.8,    1020.8,    1176.5,    4349.6,      25.0,     134.0,      47.2,      30.0,     236.2,      16.6,      29.5,      24.9,      20.1,      91.1,       3.0,       3.0,       2.1,       5.0,      13.1,      51.2,      51.2,      51.2,      51.2,      51.2,      51.2,     0.292,     0.292,     0.292,     0.292,     0.292,     0.292,      6390,     12780,      6390,     25560,     51120,      0.19,      0.13,      0.18,      0.05,      0.19,     220.2,     369.9,     273.4,     307.5,    1171.0,     209.1,     328.3,     254.9,     293.8,    1086.1,       6.2,      33.5,      11.7,       7.5,      58.9,       4.1,       7.3,       6.2,       5.0,      22.6,       0.7,       0.7,       0.5,       1.2,       3.1,     22.85,      4.30,      7.21,      5.34,      6.00,     22.85,      4.08,      6.40,      4.97,      5.73,     21.18,      0.12,      0.65,      0.23,      0.15,      1.15,      0.09,      0.15,      0.13,      0.10,      0.47,      0.02,      0.02,      0.02,      0.03,      0.09,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.004,     0.004,     0.004,         0,     0.001,         0,     0.005,     0.004,     0.004,     0.009,     0.003,     0.020,     0.188,     0.316,     0.233,     0.263,       1.9,       2.0,       2.3,       1.6,       1.9,       0.3,       0.2,       0.2,       0.4,       0.3
      10.0,0006_157.6,     0.918,Both,All,Total,       1.0,      49.0,       1.0,Rural,        10,       2.0,       1.8,       2.0,Principal Arterial,      1060,    1.0000,     997.0,    1712.5,    1264.4,    1441.4,    5415.3,     947.4,    1534.9,    1186.1,    1377.2,    5045.6,      28.2,     144.4,      50.1,      37.0,     259.7,      18.4,      30.2,      26.1,      21.2,      95.9,       3.0,       3.0,       2.1,       6.0,      14.1,      50.3,      50.2,      50.3,      50.2,      50.3,      50.2,     1.096,     1.097,     1.096,     1.097,     1.096,     1.097,      6358,     12717,      6358,     25434,     50867,      0.21,      0.15,      0.21,      0.06,      0.21,     915.6,    1572.6,    1161.2,    1323.8,    4973.2,     870.1,    1409.6,    1089.2,    1264.7,    4633.6,      25.9,     132.6,      46.0,      34.0,     238.5,      16.9,      27.7,      24.0,      19.5,      88.1,       2.7,       2.7,       1.9,       5.5,      12.8,     98.93,     18.23,     31.29,     23.12,     26.34,     98.98,     17.32,     28.05,     21.69,     25.16,     92.22,      0.51,      2.63,      0.92,      0.68,      4.74,      0.36,      0.59,      0.51,      0.41,      1.87,      0.06,      0.06,      0.04,      0.12,      0.28,     0.013,     0.011,     0.023,     0.001,     0.048,     0.012,     0.010,     0.022,     0.001,     0.045,         0,         0,     0.006,     0.005,     0.011,     0.002,     0.003,     0.003,         0,     0.008,         0,         0,         0,         0,         0,     0.184,     0.316,     0.234,     0.266,       1.8,       1.8,       2.1,       1.5,       1.8,       0.3,       0.2,       0.2,       0.4,       0.3
